provider,function,memory,parameter,timestamp,duration,status,id,billed_duration,billed_units,cost,extra
Google,matrix512,512,200,2018-04-24T15:25:42.054875981Z,283,0,kj2393cdgsgw,300,0,2.48E-06,{}
Google,matrix512,512,300,2018-04-24T15:25:44.285288769Z,587,0,kj23sn1g4c7x,600,0,4.95E-06,{}
Google,matrix512,512,400,2018-04-24T15:25:46.959752758Z,1024,0,kj23bo6k5205,1100,0,9.08E-06,{}
Google,matrix512,512,500,2018-04-24T15:25:52.255735033Z,2953,0,kj23asvjg041,3000,1,2.48E-05,{}
Google,matrix512,512,600,2018-04-24T15:26:01.950946348Z,8033,0,kj23z4237y22,8100,4,6.68E-05,{}
Google,matrix512,512,700,2018-04-24T15:26:17.258907031Z,13686,0,kj23bqo0cbpy,13700,6,0.000113025,{}
Google,matrix512,512,800,2018-04-24T15:26:40.374377035Z,20478,0,kj2340pehgg8,20500,10,0.000169125,{}
Google,matrix512,512,900,2018-04-24T15:26:59.47408165Z,15731,0,elvz1mhm4vir,15800,7,0.00013035,{}
Google,matrix512,512,1000,2018-04-24T15:27:50.979421272Z,49714,0,kj237worieq4,49800,24,0.00041085,{}
Google,matrix1024,1024,100,2018-04-24T15:30:55.380684022Z,110,0,nviq96mxx07h,200,0,3.30E-06,{}
Google,matrix1024,1024,200,2018-04-24T15:30:57.286338386Z,213,0,nviqpqtizvl2,300,0,4.95E-06,{}
Google,matrix1024,1024,300,2018-04-24T15:31:00.276776915Z,493,0,nviqon0tx65x,500,0,8.25E-06,{}
Google,matrix1024,1024,400,2018-04-24T15:31:03.02225482Z,1043,0,nviq5qcs5b0o,1100,1,1.82E-05,{}
Google,matrix1024,1024,500,2018-04-24T15:31:06.775507671Z,2171,0,nviqn3o4uifu,2200,2,3.63E-05,{}
Google,matrix1024,1024,600,2018-04-24T15:31:14.9778524Z,5898,0,nviq5wkhc0h4,5900,5,9.74E-05,{}
Google,matrix1024,1024,700,2018-04-24T15:31:26.559162403Z,9725,0,nviq0jxl6ngj,9800,9,0.0001617,{}
Google,matrix1024,1024,800,2018-04-24T15:31:42.961543082Z,13932,0,nviqcpcmfxw9,14000,14,0.000231,{}
Google,matrix1024,1024,900,2018-04-24T15:32:05.487900056Z,20915,0,nviqhkq8f918,21000,21,0.0003465,{}
Google,matrix1024,1024,1000,2018-04-24T15:32:40.184804242Z,33104,0,nviqv4u9jhnt,33200,33,0.0005478,{}
Google,matrix2048,2048,100,2018-04-24T15:34:25.097785879Z,65,0,ppngbxc7w2so,100,0,3.30E-06,{}
Google,matrix2048,2048,200,2018-04-24T15:34:26.865045687Z,124,0,ppng1qv5mxjd,200,0,6.60E-06,{}
Google,matrix2048,2048,300,2018-04-24T15:34:29.89721465Z,262,0,ppngknugck34,300,0,9.90E-06,{}
Google,matrix2048,2048,400,2018-04-24T15:34:32.10632783Z,539,0,ppnggugrikl7,600,1,1.98E-05,{}
Google,matrix2048,2048,500,2018-04-24T15:34:35.362839357Z,1642,0,ppng0tafdwv0,1700,3,5.61E-05,{}
Google,matrix2048,2048,600,2018-04-24T15:34:42.115918503Z,5101,0,ppngyg5y6e8h,5200,10,0.0001716,{}
Google,matrix2048,2048,700,2018-04-24T15:34:51.46200751Z,7704,0,ppngpf0altnw,7800,15,0.0002574,{}
Google,matrix2048,2048,800,2018-04-24T15:35:04.274561192Z,11140,0,ppng76g3ieor,11200,22,0.0003696,{}
Google,matrix2048,2048,900,2018-04-24T15:35:21.519763822Z,15610,0,ppngknop7dvo,15700,31,0.0005181,{}
Google,matrix2048,2048,1000,2018-04-24T15:35:46.96771027Z,23556,0,ppng9z11mizi,23600,47,0.0007788,{}
IBM,matrix128,128,100,2018-04-24T16:59:33Z,19,0,0cc540eba3f7429e8540eba3f7429ece,100,0,2.13E-07,{}
IBM,matrix128,128,200,2018-04-24T16:59:34Z,79,0,5b89d46c79e24f1f89d46c79e2cf1fd5,100,0,2.13E-07,{}
IBM,matrix128,128,300,2018-04-24T16:59:35Z,218,0,b4cd5ca6d9c44b978d5ca6d9c46b97d9,300,0,6.37E-07,{}
IBM,matrix128,128,400,2018-04-24T16:59:36Z,333,0,464ede1a8f9348f08ede1a8f9308f067,400,0,8.50E-07,{}
IBM,matrix128,128,500,2018-04-24T16:59:37Z,666,0,7f61dbb396e44c0aa1dbb396e42c0a81,700,0,1.49E-06,{}
IBM,matrix128,128,600,2018-04-24T16:59:39Z,1345,0,07ca2e2fd70147018a2e2fd7016701fa,1400,0,2.98E-06,{}
IBM,matrix128,128,700,2018-04-24T16:59:41Z,2047,0,07eb8bb6f9384fccab8bb6f9387fcc01,2100,0,4.46E-06,{}
IBM,matrix128,128,800,2018-04-24T16:59:45Z,2716,0,f03d682376f44b8abd682376f42b8a4b,2800,0,5.95E-06,{}
